Printing MFT chip positions from geometry file: 
 ChipID 0 : h0-d0 layer0 z0-tr5  Position: x=-8.78, y=-1.69, z=-45.31 
 ChipID 833 : h1-d4 layer8 z1-tr1  Position: x=3.65, y=7.09, z=-76.07 
 ChipID 834 : h1-d4 layer8 z1-tr2  Position: x=3.66, y=10.10, z=-76.03 
 ChipID 835 : h1-d4 layer8 z1-tr3  Position: x=3.66, y=13.12, z=-75.98 
 ChipID 836 : h1-d4 layer8 z1-tr17  Position: x=1.95, y=5.11, z=-76.10 
 ChipID 837 : h1-d4 layer8 z1-tr16  Position: x=1.95, y=8.12, z=-76.04 
 ChipID 838 : h1-d4 layer8 z1-tr15  Position: x=1.96, y=11.13, z=-76.00 
 ChipID 839 : h1-d4 layer8 z1-tr14  Position: x=1.96, y=14.14, z=-75.96 
 ChipID 840 : h1-d4 layer8 z1-tr22  Position: x=0.25, y=5.26, z=-76.11 
 ChipID 841 : h1-d4 layer8 z1-tr21  Position: x=0.25, y=8.27, z=-76.05 
 ChipID 842 : h1-d4 layer8 z1-tr20  Position: x=0.26, y=11.28, z=-76.02 
 ChipID 843 : h1-d4 layer8 z1-tr19  Position: x=0.26, y=14.29, z=-75.96 
 ChipID 844 : h1-d4 layer8 z2-tr5  Position: x=-1.45, y=5.20, z=-76.10 
 ChipID 845 : h1-d4 layer8 z2-tr6  Position: x=-1.45, y=8.21, z=-76.06 
 ChipID 846 : h1-d4 layer8 z2-tr7  Position: x=-1.44, y=11.22, z=-76.00 
 ChipID 847 : h1-d4 layer8 z2-tr24  Position: x=-1.44, y=14.24, z=-75.97 
 ChipID 848 : h1-d4 layer8 z2-tr0  Position: x=-3.15, y=4.46, z=-76.12 
 ChipID 849 : h1-d4 layer8 z2-tr1  Position: x=-3.15, y=7.47, z=-76.06 
 ChipID 850 : h1-d4 layer8 z2-tr2  Position: x=-3.14, y=10.48, z=-75.98 
 ChipID 851 : h1-d4 layer8 z2-tr3  Position: x=-3.14, y=13.50, z=-76.00 
 ChipID 852 : h1-d4 layer8 z3-tr5  Position: x=-8.26, y=1.66, z=-76.13 
 ChipID 853 : h1-d4 layer8 z3-tr6  Position: x=-8.26, y=4.67, z=-76.12 
 ChipID 854 : h1-d4 layer8 z3-tr7  Position: x=-8.25, y=7.68, z=-76.06 
 ChipID 855 : h1-d4 layer8 z3-tr24  Position: x=-8.25, y=10.70, z=-76.03 
 ChipID 856 : h1-d4 layer8 z3-tr0  Position: x=-9.97, y=1.65, z=-76.17 
 ChipID 857 : h1-d4 layer8 z3-tr1  Position: x=-9.96, y=4.67, z=-76.12 
 ChipID 858 : h1-d4 layer8 z3-tr2  Position: x=-9.95, y=7.68, z=-76.07 
 ChipID 859 : h1-d4 layer8 z3-tr3  Position: x=-9.94, y=10.69, z=-76.02 
 ChipID 860 : h1-d4 layer9 z3-tr0  Position: x=9.93, y=1.67, z=-77.59 
 ChipID 861 : h1-d4 layer9 z3-tr1  Position: x=9.93, y=4.68, z=-77.56 
 ChipID 862 : h1-d4 layer9 z3-tr2  Position: x=9.92, y=7.70, z=-77.52 
 ChipID 863 : h1-d4 layer9 z3-tr3  Position: x=9.92, y=10.71, z=-77.50 
 ChipID 864 : h1-d4 layer9 z3-tr5  Position: x=8.23, y=1.67, z=-77.57 
 ChipID 865 : h1-d4 layer9 z3-tr6  Position: x=8.23, y=4.69, z=-77.55 
 ChipID 866 : h1-d4 layer9 z3-tr7  Position: x=8.23, y=7.70, z=-77.54 
 ChipID 867 : h1-d4 layer9 z3-tr24  Position: x=8.22, y=10.71, z=-77.47 
 ChipID 868 : h1-d4 layer9 z2-tr0  Position: x=3.12, y=4.48, z=-77.54 
 ChipID 869 : h1-d4 layer9 z2-tr1  Position: x=3.12, y=7.49, z=-77.50 
 ChipID 870 : h1-d4 layer9 z2-tr2  Position: x=3.11, y=10.50, z=-77.45 
 ChipID 871 : h1-d4 layer9 z2-tr3  Position: x=3.11, y=13.51, z=-77.41 
 ChipID 872 : h1-d4 layer9 z2-tr5  Position: x=1.42, y=5.22, z=-77.54 
 ChipID 873 : h1-d4 layer9 z2-tr6  Position: x=1.42, y=8.23, z=-77.48 
 ChipID 874 : h1-d4 layer9 z2-tr7  Position: x=1.42, y=11.25, z=-77.46 
 ChipID 875 : h1-d4 layer9 z2-tr24  Position: x=1.42, y=14.25, z=-77.40 
 ChipID 876 : h1-d4 layer9 z1-tr22  Position: x=-0.28, y=5.28, z=-77.53 
 ChipID 877 : h1-d4 layer9 z1-tr21  Position: x=-0.28, y=8.29, z=-77.49 
 ChipID 878 : h1-d4 layer9 z1-tr20  Position: x=-0.28, y=11.30, z=-77.47 
 ChipID 879 : h1-d4 layer9 z1-tr19  Position: x=-0.29, y=14.31, z=-77.40 
 ChipID 880 : h1-d4 layer9 z1-tr17  Position: x=-1.97, y=5.13, z=-77.54 
 ChipID 881 : h1-d4 layer9 z1-tr16  Position: x=-1.98, y=8.14, z=-77.50 
 ChipID 882 : h1-d4 layer9 z1-tr15  Position: x=-1.98, y=11.15, z=-77.46 
 ChipID 883 : h1-d4 layer9 z1-tr14  Position: x=-1.98, y=14.16, z=-77.39 
 ChipID 884 : h1-d4 layer9 z1-tr0  Position: x=-3.69, y=4.10, z=-77.58 
 ChipID 885 : h1-d4 layer9 z1-tr1  Position: x=-3.68, y=7.12, z=-77.51 
 ChipID 886 : h1-d4 layer9 z1-tr2  Position: x=-3.68, y=10.13, z=-77.46 
 ChipID 887 : h1-d4 layer9 z1-tr3  Position: x=-3.69, y=13.14, z=-77.41 
 ChipID 888 : h1-d4 layer9 z0-tr22  Position: x=-8.78, y=1.68, z=-77.60 
 ChipID 889 : h1-d4 layer9 z0-tr21  Position: x=-8.78, y=4.69, z=-77.58 
 ChipID 890 : h1-d4 layer9 z0-tr20  Position: x=-8.78, y=7.70, z=-77.51 
 ChipID 891 : h1-d4 layer9 z0-tr19  Position: x=-8.78, y=10.71, z=-77.45 
 ChipID 892 : h1-d4 layer9 z0-tr17  Position: x=-10.49, y=1.68, z=-77.63 
 ChipID 893 : h1-d4 layer9 z0-tr16  Position: x=-10.49, y=4.69, z=-77.57 
 ChipID 894 : h1-d4 layer9 z0-tr15  Position: x=-10.49, y=7.70, z=-77.53 
 ChipID 895 : h1-d4 layer9 z0-tr14  Position: x=-10.49, y=10.71, z=-77.47 
 ChipID 896 : h1-d4 layer8 z0-tr12  Position: x=7.05, y=1.65, z=-76.12 
 ChipID 897 : h1-d4 layer8 z0-tr11  Position: x=7.05, y=4.66, z=-76.10 
 ChipID 898 : h1-d4 layer8 z0-tr10  Position: x=7.05, y=7.67, z=-76.07 
 ChipID 899 : h1-d4 layer8 z0-tr9  Position: x=7.06, y=10.69, z=-76.04 
 ChipID 900 : h1-d4 layer8 z0-tr8  Position: x=7.06, y=13.70, z=-76.03 
 ChipID 901 : h1-d4 layer8 z1-tr5  Position: x=5.35, y=1.65, z=-76.11 
 ChipID 902 : h1-d4 layer8 z1-tr6  Position: x=5.36, y=4.67, z=-76.10 
 ChipID 903 : h1-d4 layer8 z1-tr7  Position: x=5.36, y=7.68, z=-76.07 
 ChipID 904 : h1-d4 layer8 z1-tr24  Position: x=5.36, y=10.69, z=-76.04 
 ChipID 905 : h1-d4 layer8 z1-tr23  Position: x=5.36, y=13.71, z=-76.00 
 ChipID 906 : h1-d4 layer8 z2-tr17  Position: x=-4.85, y=1.66, z=-76.06 
 ChipID 907 : h1-d4 layer8 z2-tr16  Position: x=-4.85, y=4.68, z=-76.12 
 ChipID 908 : h1-d4 layer8 z2-tr15  Position: x=-4.85, y=7.69, z=-76.05 
 ChipID 909 : h1-d4 layer8 z2-tr14  Position: x=-4.84, y=10.70, z=-76.01 
 ChipID 910 : h1-d4 layer8 z2-tr13  Position: x=-4.84, y=13.71, z=-75.96 
 ChipID 911 : h1-d4 layer8 z2-tr22  Position: x=-6.57, y=1.66, z=-76.04 
 ChipID 912 : h1-d4 layer8 z2-tr21  Position: x=-6.57, y=4.67, z=-76.09 
 ChipID 913 : h1-d4 layer8 z2-tr20  Position: x=-6.56, y=7.68, z=-76.04 
 ChipID 914 : h1-d4 layer8 z2-tr19  Position: x=-6.55, y=10.70, z=-76.02 
 ChipID 915 : h1-d4 layer8 z2-tr18  Position: x=-6.55, y=13.71, z=-76.01 
 ChipID 916 : h1-d4 layer9 z2-tr22  Position: x=6.53, y=1.67, z=-77.55 
 ChipID 917 : h1-d4 layer9 z2-tr21  Position: x=6.53, y=4.69, z=-77.54 
 ChipID 918 : h1-d4 layer9 z2-tr20  Position: x=6.53, y=7.70, z=-77.52 
 ChipID 919 : h1-d4 layer9 z2-tr19  Position: x=6.53, y=10.71, z=-77.50 
 ChipID 920 : h1-d4 layer9 z2-tr18  Position: x=6.52, y=13.73, z=-77.46 
 ChipID 921 : h1-d4 layer9 z2-tr17  Position: x=4.83, y=1.67, z=-77.54 
 ChipID 922 : h1-d4 layer9 z2-tr16  Position: x=4.83, y=4.69, z=-77.55 
 ChipID 923 : h1-d4 layer9 z2-tr15  Position: x=4.83, y=7.70, z=-77.52 
 ChipID 924 : h1-d4 layer9 z2-tr14  Position: x=4.82, y=10.71, z=-77.46 
 ChipID 925 : h1-d4 layer9 z2-tr13  Position: x=4.82, y=13.73, z=-77.45 
 ChipID 926 : h1-d4 layer9 z1-tr5  Position: x=-5.37, y=1.68, z=-77.49 
 ChipID 927 : h1-d4 layer9 z1-tr6  Position: x=-5.38, y=4.69, z=-77.57 
 ChipID 928 : h1-d4 layer9 z1-tr7  Position: x=-5.38, y=7.71, z=-77.52 
 ChipID 929 : h1-d4 layer9 z1-tr24  Position: x=-5.38, y=10.72, z=-77.46 
 ChipID 930 : h1-d4 layer9 z1-tr23  Position: x=-5.38, y=13.72, z=-77.38 
 ChipID 931 : h1-d4 layer9 z0-tr12  Position: x=-7.07, y=1.68, z=-77.49 
 ChipID 932 : h1-d4 layer9 z0-tr11  Position: x=-7.08, y=4.70, z=-77.58 
 ChipID 933 : h1-d4 layer9 z0-tr10  Position: x=-7.08, y=7.71, z=-77.49 
 ChipID 934 : h1-d4 layer9 z0-tr9  Position: x=-7.08, y=10.72, z=-77.48 
 ChipID 935 : h1-d4 layer9 z0-tr8  Position: x=-7.08, y=13.73, z=-77.41
